0.358458551,0.258806297,0.292575565,0.513607217
0.362396265,0.250937683,0.219432554,0.447596081
0.34196194,0.279601127,0.236407687,0.616333074
0.385146917,0.28048702,0.288349474,0.696452337
0.325483464,0.241021848,0.222433533,0.490853447
0.308779278,0.223346804,0.249042705,0.414215937
0.321636216,0.229368518,0.254346248,0.367880969
0.357542387,0.254635312,0.234445745,0.477583236
0.393656007,0.248619171,0.243414473,0.699490098
0.276237666,0.237900694,0.207706587,0.409180187
0.299814367,0.233312981,0.21725166,0.532052814
0.289671646,0.260049442,0.219039041,0.636918396
0.294055727,0.227006547,0.253727482,0.666092988
0.37476864,0.277221946,0.249281055,0.726526918
0.2824558,0.304367879,0.208383172,0.590480917
0.370736948,0.241869745,0.246408798,0.421890145
0.355087215,0.220013846,0.268764978,0.496095257
0.297715689,0.236728665,0.279126349,0.328729442
0.406254738,0.257119614,0.265730769,0.771595979
0.334829194,0.233424071,0.284754684,0.637798531
0.353279525,0.224876122,0.244719357,0.329600788
0.280758423,0.217595403,0.22916468,0.510582759
0.268007668,0.247266431,0.261014995,0.473507024
0.402914915,0.223622598,0.244019766,0.458104248
0.411292023,0.210952588,0.232387213,0.35304693
0.342657949,0.248098835,0.237561242,0.403041092
0.286333043,0.22933753,0.235283975,0.5006186
0.319095846,0.232343384,0.239562211,0.507747121
0.374817239,0.255534175,0.279079945,0.726475452
0.291782411,0.284996818,0.27736325,1.051192857
0.338060195,0.246642288,0.256577836,0.500560213
0.387753804,0.252010882,0.292269124,0.625205803
0.326379691,0.238108843,0.239399865,0.498019303
0.304607971,0.302187093,0.22514907,0.612564197
0.415856544,0.2453557,0.221622285,0.476168815
0.372434171,0.283893063,0.246453405,0.905581771
0.317681152,0.269987941,0.248644553,0.645439446
0.390107533,0.227729616,0.23746555,0.583698287
0.331220471,0.215429464,0.26921085,0.477603872
0.35781682,0.228426197,0.27644241,0.945810342
0.309774121,0.206279873,0.238491746,0.474475293
0.363745799,0.266991782,0.246607631,0.578986356
0.325820753,0.266976168,0.213272376,0.584333174
0.321666485,0.213058985,0.255374235,0.460239122
0.415660685,0.249513913,0.235419952,0.529538694
0.319831954,0.231242938,0.256394408,0.46912575
0.326546275,0.239757826,0.246265627,0.614897042
0.34958119,0.245763587,0.251839766,0.583586798
0.350180145,0.299327206,0.244843527,0.890724612
0.416596617,0.244375204,0.259496375,0.607541237
0.345632973,0.28710041,0.291673295,0.737066708
0.274255485,0.222725277,0.268660021,0.529246185
0.291486479,0.252330333,0.230180347,0.579214206
0.456169697,0.234506412,0.233815947,0.464380072
0.343689308,0.224502755,0.261918567,0.574060957
0.339902161,0.216206511,0.255527177,0.500596395
0.277203965,0.296884035,0.228450888,0.811627079
0.302480315,0.252547626,0.291214496,0.618058847
0.328885275,0.268676085,0.29153265,0.736404673
0.276564543,0.220832668,0.249960269,0.43201944
0.375924217,0.229126058,0.241412597,0.416977738
0.34671302,0.290090043,0.245062845,0.923575624
0.295555423,0.246574267,0.240115193,0.538699222
0.343266311,0.267783996,0.26096043,0.56174824
0.374564514,0.242456302,0.215123283,0.482381451
0.376481504,0.301074978,0.247034073,0.705830353
0.390819828,0.260557569,0.310349124,0.80510168
0.273203901,0.231035933,0.205283009,0.341752782
0.313023416,0.247932788,0.246124499,0.447862048
0.374196694,0.252529672,0.299828495,0.581315693
0.329638011,0.265932797,0.238385129,0.574751724
0.292921479,0.300960513,0.215881492,0.568229238
0.303787381,0.281191303,0.246595984,1.143072578
0.444102958,0.303024507,0.245277076,0.658192649
0.312915829,0.217422231,0.280448802,0.379754236
0.370178902,0.269019926,0.276812056,0.825726476
